;;;
12;Ирландия сотовая;35315, 3531890, 353583, 353700, 35385, 35397, 3539, 35386, 3538;9,12
12;Исландия;354;2,565
12;Исландия сотовая;3543, 3546, 3549, 3548;9,12
12;Испания;34;1,71
12;Испания Мадрид;341;1,995
12;Испания сотовая;346;11,685
12;Испания сотовая;34871, 34622, 3471, 34973;12,255
12;Италия;39;1,995
12;Италия Рим;3906;1,995
12;Италия Милан;3902;1,995
12;Италия сотовая;393, 3934, 3932, 3933, 3938, 39563, 3939;10,26
12;Лихтенштейн;423;3,705
12;Лихтенштейн сотовый;4238;5,13
12;Лихтенштейн сотовый;4236;17,955
12;Лихтенштейн сотовый;4239;5,13
12;Лихтенштейн сотовый;4235;10,26
12;Лихтенштейн сотовый;4237;19,38
12;Люксембург;352;2,565
12;Люксембург сотовый;352020, 352029, 352021, 352028, 3520291, 352068, 35298, 35291, 352905, 352901, 352900, 35290, 35268, 3526, 352291, 35228, 35221, 35220, 352098, 352091, 352061;10,26
12;Македония;389;10,83
12;Македония сотовая;38951, 38975, 3897, 38970;11,685
12;Мальта;356;6,555
12;Мальта сотовая;356117;10,26
12;Мальта сотовая;3569943, 3569942, 3569941, 3569, 35679700, 35679;17,955
12;Мальта сотовая;35699, 35671, 35670, 3567;10,26
12;Монако;377;3,42
12;Монако сотовые;3774, 37747, 3776;10,26
12;Монако сотовый KFOR;37744, 37745;10,26
12;Нидерланды;31;1,71
12;Нидерланды Амстердам;3120;1,71
12;Нидерланды сотовые;316, 31640, 3190, 31900, 319, 318, 31906, 31909;11,685
12;Норвегия;47;1,995
12;Норвегия Осло;472;1,995
12;;;
12;Норвегия сотовая;4711, 479, 474, 4781;9,12
12;Польша;48;2,85
12;Польша Варшава;4822;1,71
12;Польша сотовая;4820, 4850, 4856, 4860, 48510, 4851, 4864, 4866, 48888, 48880, 4888, 48693, 48692, 48691, 4869, 48661, 48660, 4899, 4890, 48889, 48642;11,97
12;Португалия;351;2,28
12;Португалия Лиссабон;35121;2,28
12;Португалия Порту;35122;23,085
12;Португалия сотовая;3511, 35116, 35118, 351648, 351641, 351609, 351607, 351601, 351600, 3516, 351291, 351189;10,83
12;Португалия сотовая;351676;15,39
12;Португалия сотовая;35196, 35193, 35191, 3519, 35189, 35188, 3518, 35169, 35167, 351669, 351169;10,83
12;Румыния;40;5,985
12;Румыния Бухарест;401, 4021;3,705
12;Румыния сотовая;407, 4076, 4072, 4074, 4078, 409, 408;11,4
12;Сан-Марино;378;3,135
12;Санмарино;390549, 39549;12,825
12;Себия и Черногория;3815;6,555
12;Сербия и Черногория;381;6,555
12;Сербия и Черногория Белград;38111;6,27
12;Сербия и Черногория сотовая;3816;11,4
12;Сербия и Черногория;3811, 3812, 3818, 3819, 3817, 3813;6,555
12;Сербия и Черногория сотовая;38161, 38164, 38169, 38167, 38165, 38163;11,4
12;Словакия;421;3,705
12;Словакия Братислава;4217;3,705
12;Словакия сотовая;42190, 42191;10,83
12;Словения;386;3,705
12;Словения сотовая;38630, 38641, 38650, 38640, 38631, 38651, 38660;10,26
12;Словения сотовая;38649, 38621, 38620;11,685
12;Словения сотовая;38671, 38670, 38661, 3866;10,26
12;Словения сотовая роуминг;3863115, 386700, 3864115, 3864000;11,685
12;Фарерские острова;298;7,98
12;Фарерские острова сотовая;2982;7,98
12;Финляндия;358;2,85
12;Финляндия Хельсинки;3589;2,85
12;Финляндия сотовая;35810, 35820, 35830, 3584, 35840, 35841, 35842, 35843, 35844, 358450, 358451, 358452, 358453, 358454, 358455, 358456, 358457, 358458, 358459, 35846, 35847, 35848, 35849, 358490, 358491, 358492, 358493, 358494, 358495, 358496, 358497, 358498, 358499, 3585, 35850, 3586, 358600, 3587, 35870, 35871, 35880, 35896, 35897, 35898;10,26
12;Финляндия сотовая роуминг;3584099, 35844798, 35850879;12,825
12;Франция;33;1,71
12;Франция Париж;331;1,71
12;Франция сотовая;336, 33601, 33603, 33604, 33606, 33607, 33608, 33609, 3361, 3362, 33630, 33631, 33632, 33633, 33638, 33640, 33641, 33649, 33651, 33653, 33654, 33656, 33657, 33660, 33661, 33662, 33663, 33664, 33665, 33666, 33667, 33668, 33669, 3367, 3368, 33698, 33699, 338;7,695
12;Франция сотовая роуминг;33655;11,685
12;Хорватия;385;3,705
12;Хорватия сотовая;385098, 385099, 3856, 38577, 3859, 38591, 38598, 38599;10,83
12;Черногория сотовая;38267;11,685
12;Чехия;420;2,565
12;Чехия Прага;4202;2,565
12;Чехия сотовая;42011, 42072, 42097, 42096, 42093, 4209, 42077, 42073, 42071, 42060, 42070, 4207;8,55
12;Чехия сотовая;420601, 420602, 420604, 420606, 420608, 420962, 420966, 420965, 420964, 420963, 420961, 420607, 420605, 420603;8,55
12;Швейцария;41;1,71
12;Швейцария Женева;4122;1,71
12;Швейцария сотовая;416, 4190;10,83
12;Швейцария сотовая;4186;11,685
12;Швейцария сотовая;4199, 4198, 4189, 417, 4180, 4184, 4187;10,83
12;Швейцария Цюрих;411;1,71
12;Швейцария сотовая;4144;10,83
12;Швейцария сотовая;4176, 4178;15,39
12;Швейцария сотовая;4174, 41860, 4177;19,38
12;Швейцария сотовая;4179;15,39
12;Швейцария сотовая роуминг;4176591, 4178931, 4179490, 4179491, 4179492;15,39
12;Швеция;46;1,71
12;Швеция Стокгольм;468;2,565
12;Швеция сотовая;4610, 4612, 46252, 46376, 4644, 46450, 46458, 46518, 46519, 4659, 4667, 467, 4670, 4673, 4676, 4678, 46900, 46939, 46944;10,26
12;Швеция сотовая;46462, 46469, 46673, 46674, 46675, 46676, 4674, 46762, 46763, 46765, 46768;10,26
0;13, Азия;;
13;Аруба;297;7,41
13;Аруба мобильная;29759, 29773, 2979, 29774;10,26
13;Афганистан;93;14,535
13;Афганистан сотовый;9320, 9330, 9360, 9350, 9340, 9370, 9379;17,955
13;Бангладеш;880;6,84
13;Бангладеш Дакка;8802;4,275
13;Бангладеш сотовый;8801;10,26
13;Бангладеш Силхет;880821;10,26
13;Бангладеш Читтагонг;88031;10,26
13;Бангладеш сотовый;88011, 88018, 88019, 88017;10,26
13;Бермуды;1441;4,845
13;Бруней;673;4,845
13;Бруней сотовый;673227, 673228, 6736, 6738, 673229;5,13
13;Бутан;975;8,835
13;Виргинские острова (Великобритания);1284;9,12
13;Виргинские острова (США);1340;3,705
13;Вьетнам;84;13,965
13;Вьетнам Ханой;844;13,965
13;Вьетнам сотовый;848, 8485, 8489, 8495, 8491, 8490, 849, 8488, 8481, 8480;15,39
13;Гваделупа;590;7,41
13;Гваделупа сотовая;59035, 59049, 5906, 5907, 590690, 5905;15,39
13;Гваделупа сотовая;690;15,39
13;Гонконг;852;1,425
13;Гонконг сотовый;85217, 85248, 85249, 8526, 8529;5,13
13;Диего-Гарсия;246;57
13;Израиль;972, 9722, 9724, 9728, 9729, 97286, 97248;1,995
13;Израиль Тель-Авив;9723;1,71
13;Израиль Палестина;97242, 97262, 97282;4,845
13;Израиль Палестина;97222, 97232;10,26
13;Израиль Палестина;97292, 97272;4,845
13;Израиль Палестина сотовая;97259;4,845
13;Израиль сотовый;9725, 9726, 97264, 97266, 97268, 97267, 97265;4,56
13;Инденозия сотовая;628;7,98
13;Индия;91;9,12
13;Индия Пинджаб;9116;7,695
13;Индия Ахмадабад;9179;7,695
13;Индия Бангалор;9180;7,695
13;Индия Бомбей;9122;7,695
13;Индия Калькутта;9133;7,695
13;Индия Мадрас;9144;7,695
13;Индия Нью Дели;9111;7,695
13;Индия Пинджаб;9117, 9118;7,695
13;Индия Хайдарабад;9140;7,695
13;Индия сотовая;919, 9198, 9194;9,12
13;Индонезия;62;5,13
13;Индонезия Джакарта;6221;3,135
13;Индонезия сотовая;6213, 6228, 6281, 6283, 6285, 6286, 6284, 6282;7,98
13;Иордан;962;8,55
13;Иордан сотовый;96269, 9627, 96277, 9629, 96296, 96295, 96279, 96274;12,255
13;Ирак;964;16,815
13;Ирак Багдад;9641;16,815
13;Ирак Мосул;96460;16,815
13;Ирак сотовая;9647, 964780, 964790, 964770, 964750;16,815
13;Иран;98;5,985
13;Иран Тегеран;9821;5,985
13;Иран сотовый;989;6,555
13;Йемен;967;9,12
13;Йемен Сана;9671;9,12
13;Йемен сотовый;96771, 96779, 96773, 96777;9,12
13;Камбоджа;855;16,815
13;Катар;974;15,39
13;Катар сотовый;974124, 97428, 9745, 9742;19,38
13;Кипр;357;3,99
13;Кипр сотовый;35712, 357123, 35770, 357700, 3577777, 35791, 35799, 3579, 357777;7,695
13;Китай;86;1,71
13;Китай Венжоу;86577;1,71
13;Китай Гуанджоу;8620;1,71
13;Китай Пекин;8610;1,71
13;Китай Фучжоу;86591;1,71
13;Китай Шанхай;8621;1,71
13;Китай Шеньжень;86755;1,71
13;Китай сотовый;8613;1,995
13;Кувейт;965;6,555
13;Лаос;856;10,545
13;Ливан;961;6,84
13;Ливан сотовый;9613;10,26
13;Макао Аомынь;853;3,705
13;Малайзия;60;2,28
13;Малайзия сотовая;601;3,705
13;Мальдивы;960;14,535
13;Мартиника;596;6,555
13;Мартиника остров сотовый;596696;21,945
13;Монголия;976;6,555
13;Монголия сотовая;9768, 9769;9,12
13;Монтсеррат;1664;12,54
13;Мьянма;95;19,38
13;Непал;977;15,105
13;ОАЭ;971;12,54
13;ОАЭ Дубай;9714;12,255
13;ОАЭ сотовая;9715, 97150;12,54
13;Оман;968;13,11
13;Пакистан;92;11,97
13;Пакистан Карачи;9221;11,97
13;Палестина;970;5,13
13;Палестина;97022, 97042, 97082, 97092;7,695
13;Палестина сотовая;97059;5,13
13;Палестина сотовая;9705, 9706;10,26
13;Реюньон;262;11,685
13;Реюньон сотовая;262692;12,825
13;Саудовская Аравия;966;10,545
13;Саудовская Аравия сотовая;9664, 9665, 9668, 9666;11,685
13;Саудовская Аравия сотовая;96613;11,685
13;Саудовская аравия Джеддах;9662;5,985
13;Северная Корея;850;24,51
13;Сингапур;65;1,425
13;Сингапур сотовый;659;5,13
13;Сингапур сотовый;658;5,13
13;Сирия;963;16,815
13;Сирия Дамаск;96311;16,815
13;Сирия сотовая;96392, 96393, 96395, 96394;16,815
13;Соломоновы о-ва;677;36,195
13;Таиланд;66;5,13
13;Таиланд Банкок;662;3,99
13;Таиланд сотовый;661, 667, 666, 6651, 6650, 665, 6649, 6648, 6647, 6641, 669, 668, 6679, 6678, 6673, 6672, 6671, 6670, 664, 6640;10,26
13;Таиланд сотовый роуминг;6615, 6616, 6668, 6669, 6697, 6696;5,13
13;Тайвань;886;1,995
13;Тайвань сотовый;88660, 8869, 88670;5,13
13;Тайвань сотовый;88691, 88692, 88695, 88698, 88696, 88693;5,13
13;Теркс и Кайкос о-ва;1649;11,97
13;Тунис сотовая;2169;12,255
13;Турция;90;5,13
13;Турция Стамбул;90212;6,555
13;Турция сотовая;905;7,695
13;Турция Анкара;90312;6,555
13;Турция Анталия;90242;6,555
13;Турция Кипр;90392;10,26
13;Турция Стамбул;9021, 90216;4,56
13;Турция сотовая;9053;7,695
13;Узбекистан Ташкент;998712;3,99
13;Шри Ланка;94;11,685
13;Южная Корея;82;2,565
13;Южная Корея сотовая;8227, 8267, 82999;3,705
13;Южная Корея сотовая;821;3,135
13;Япония;81;1,995
13;Япония Нагойя;8152;1,995
13;Япония Осако;816;1,995
13;Япония Токио;813;1,995
13;Япония сотовая;8130, 8131, 8140, 8144, 8145, 8148, 8170, 8180, 8190;9,12
0;14, Африка;;
14;Алжир;213;6,555
14;Алжир Алжир;21321;6,555
14;Алжир сотовый;2136, 213617, 21361, 21362, 21371, 21373, 21379, 21398;8,265
14;Алжир сотовый;21355, 21354, 21353, 21352, 21351, 21350, 2135;13,965
14;Алжир сотовый;21399, 2138, 21374, 21372, 2137;8,265
14;Ангола;244;8,265
14;Ангола сотовая;2449, 24495, 24491, 24492;12,54
14;Бахрейн;973;8,265
14;Бахрейн сотовый;9733, 97336, 97338, 9739, 97339, 97337;11,685
14;Бенин;229;9,12
14;Ботсвана;267;5,985
14;Ботсвана сотовая;26771, 26772;9,12
14;Буркина-Фасо;226;9,12
14;Буркина-Фасо сотовая;2262, 2268, 2266, 2267;9,12
14;Бурунди;257;6,84
14;Габон;241;6,84
14;Гамбия;220;9,975
14;Гана;233;7,41
14;Гана сотовая;23320, 23325, 23327, 23394, 23328, 23326, 23324;9,12
14;Гвинея;224;7,41
14;Гвинея Бисау;245;32,775
14;Гуам;1671;3,705
14;Демократическая республика Конго;243;11,685
14;Демократическая республика Конго сотовые;24322, 24378, 24381, 24385, 24388, 24399, 24398, 24397, 24389, 24386, 24384, 24380;15,39
14;Джибути;253;7,695
14;Египет;20;7,695
14;Египет Каир;202;7,695
14;Египет Александрия;203;7,695
14;Египет сотовый;2010, 2011, 2012, 20999;8,835
14;Замбия;260;5,415
14;Занзибар;259;16,245
14;Зимбабве;263;3,99
14;Зимбабве сотовые;26311, 26323;10,545
14;Зимбабве сотовые;26391;11,115
14;Кабо-Верде;238;11,97
14;Камерун;237;9,975
14;Камерун сотовый;2375, 2378, 2379, 2376, 2377;13,11
14;Кения;254;7,695
14;Кения Нароби;2542;7,695
14;Кения сотовая;2547, 25473, 25472, 25471;11,685
14;Коморы;269;15,39
14;Конго;242;8,55
14;Кот-Дивуар;225;11,4
14;Лесото;266;5,7
14;Либерия;231;9,12
14;Либерия сотовая;231226, 231229, 23139, 23147, 23152, 23154, 23156, 23165, 23164, 23159, 23158, 23157, 23155, 23153, 23151, 23146, 23128, 231227, 231228;9,405
14;Ливия;218;6,555
14;Ливия сотовая;21891;10,26
14;Маврикий;230;10,26
14;Мавритания;222;10,545
14;Мадагаскар;261;11,685
14;Малави;265;4,845
14;Мали;223;11,115
14;Мали Бамако;22322;12,825
14;Мали сотовая;2236;12,825
14;Марокко;212;9,405
14;Марокко Касабланка;21222;9,405
14;Марокко сотовые;2126, 21292, 2127;11,685
14;Мозамбик;258;7,41
14;Мозамбик сотовая;25882, 25884;11,685
14;Намибия;264;5,985
14;Намибия сотовая;26481;10,26
14;Нигер;227;7,125
14;Нигерия;234;9,12
14;Нигерия Лагос;2341;11,4
14;Нигерия сотовая;234128, 23490, 234805, 234804, 234803, 234802, 23480, 23470, 2344470, 2341320, 23414, 2341470, 234446, 234177, 234132, 2341288;11,4
14;Остров св, Елены;290;27,075
14;Руанда;250;7,41
14;Руанда сотовая;25008;11,685
14;Сан-Томе и Принсипи;239;57
14;Свазиленд;268;7,695
14;Сейшельские острова;248;11,97
14;Сейшельские острова сотовая;2485;11,97
14;Сенегал;221;9,12
14;Сенегал Дакар;2218;9,12
14;Сенегал сотовая;2215, 2216;10,26
14;Сомали;252;22,23
14;Сомали Могадишо;2521;39,9
14;Судан;249;11,115
14;Сьерра Леоне;232;21,945
14;Танзания;255;12,54
14;Танзания Дар-эс-Салам;25522;12,54
14;Танзания сотовая;25574;16,815
14;Того;228;11,685
14;Тунис;216;10,545
14;Тунис сотовая;2162;12,255
14;Уганда;256;7,98
14;Уганда сотовая;25639, 25675, 25676, 25678, 25677, 25671;8,265
14;Филиппины;63;7,695
14;Филиппины Манила;632;7,695
14;Филиппины сотовые;6321, 6327, 63291, 63242;11,97
14;Филиппины сотовые;633, 639;11,97
14;Французская Гвинея;594694;19,38
14;Центральная Африканская Респ,;236;10,545
14;Чад;235;12,825
14;Экваториальная Гвинея;240;16,815
14;Эритрея;291;18,24
14;Эфиопия;251;15,96
14;Эфиопия сотовая;251920, 251921, 251923, 251929, 251922;18,81
14;ЮАР;27;3,705
14;ЮАР Йоханнесбург;2711;3,705
14;ЮАР Кейптаун;2721;3,705
14;ЮАР сотовая;277, 2773, 278, 2784;9,12
14;ЮАР сотовая роуминг;278201, 278202, 278203, 278410;12,825
0;15, Австралия и Океания;;
15;Австралийские территории;672;25,65
15;Австралия;61;1,71
15;Австралия Satellite;6114, 61190;71,25
15;Австралия Аделаида;618;1,71
15;Австралия Мельбурн;613;1,71
15;Австралия Сидней;6128, 6129;1,71
15;Австралия сотовая;61071, 6116, 6118, 614, 6142, 615, 6144, 6143, 6141, 6119, 6117, 6115, 611;6,555
15;Антарктика;6720, 6721;34,2
15;Вануату сотовая;6784, 6785;45,6
15;Ванутау;678;25,65
15;Восточный Тимор;670;51,3
15;Кирибати;686;20,805
15;Кокосовые о-ва;61891;15,39
15;Маршаловы о-ва;692;21,945
15;Микронезия;691;16,815
15;Науру;674;34,2
15;Новая Зеландия;64;1,71
15;Новая Каледония;687;17,955
15;Новая Зеландия сотовая;642, 64333050, 6446, 6490, 648;9,975
15;Норфолские о-ва;6723;27,075
15;Остров Рождества;6724;9,12
15;Острова Кука;682;42,75
15;Палау;680;12,825
15;Папуа Новая Гвинея;675;23,085
15;Сайпан;1670;6,27
15;Самоа (Западное);685;21,945
15;Самоа (США);684;6,555
15;Самоа (США);1684;6,555
15;Тонга;676;28,215
15;Тувалу;688;20,52
15;Уоллис и Фут;681;61,275
15;Фиджи;679;11,685
15;Французская Полинезия;689;11,685
0;16, Северная Америка;;
16;Антигуа и Барбуда;1268;11,4
16;Багамские острова;1242;6,27
16;Барбадос;1246;7,41
16;Белиз;501;7,41
16;Белиз сотовый;50114, 50115, 50116, 50118, 5016;9,12
16;Белиз сотовый;5013;10,26
16;Гаити;509;6,555
16;Гаити сотовые;50920, 50926, 5093, 5095, 5094, 50927, 50921;12,255
16;Гаити сотовый;50925, 509251, 509851, 50985;12,255
16;Гватемала;502;6,555
16;Гватемала сотовая;50220, 50221, 50299, 50291, 50290, 50289, 50281, 50280, 50279, 50271, 50270, 50269, 50261, 50260, 5025, 50249, 50241, 50240, 50239, 50231, 50230, 50229;14,82
16;Гондурас;504;12,825
16;Гондурас сотовая;5043, 5049;17,1
16;Гренада;1473;7,41
16;Гренландия;299;19,38
16;Доминика;1767;9,405
16;Доминиканская республика;1809;3,99
16;Канада;1204, 1250, 1289, 1306, 1403, 1416, 1418, 1438, 1450, 1506, 1514, 1519, 1600, 1604, 1613, 1647, 1705, 1709, 1778, 1780, 1807, 1819, 1867, 1902, 1905;1,71
16;Коста Рика;506;3,705
16;Коста Рика мобильные;506283, 506284, 5063, 506712, 5068;3,99
16;Куба;53;23,085
16;Куба Гавана;537;34,2
16;Мексика;52;3,705
16;Мексика Акапулько;5274;3,705
16;Мексика Гуадалахара;523, 5233;3,135
16;Мексика Монтерей;5283;3,135
16;Никарагуа;505;7,695
16;Панама;507;7,125
16;Панама сотовая;5072, 50720, 50721, 5074, 5075, 5076, 5077, 5078, 5079;7,695
16;США;1;1,71
16;США Аляска;1907;3,135
16;США Гавайи;1808;2,85
16;США Вашингтон;1202;1,71
16;США Детройт;1313;1,71
16;США Лос-Анджелес;1323;1,71
16;США Нью-Йорк;1212, 1347, 1646, 1917, 1718;1,71
16;США Сан-Франциско;1415;1,71
16;США Чикаго;1312;1,71
16;Сальвадор;503;5,415
16;Сальвадор мобильный;5037, 5038;7,695
16;Сент-Винсент и Гренадины;1784;12,54
16;Сент-Китис и Невис;1869;11,685
16;Сент-Люсия;1758;11,685
16;Тринидад и Тобаго;1868;9,12
16;Ямайка;1876;5,415
16;Ямайка сотовая;1876210, 18763;10,26
0;17, Южная Америка;;
17;Ангилья о-в;1264;7,98
17;Аргентина;54;2,85
17;Аргентина Буенос Айрес;5411;2,85
17;Аргентина Кордоба;54351;2,85
17;Аргентина Мендоза;54261;2,85
17;Аргентина Розарио;54341;2,85
17;Аргентина сотовая;544, 549;3,705
17;Асунсьен;247;34,2
17;Боливия;591;10,83
17;Боливия сотовая;5911, 5917;11,685
17;Боливия Кочабамба;59144;5,13
17;Боливия Ла Пас;59122;5,13
17;Боливия Санта Круз;59133;5,13
17;Бразилия;55;3,705
17;Бразилия Белу-Оризонти;5531;3,705
17;Бразилия Рио-де-Жанейро;5521, 55215;3,705
17;Бразилия Белу-Оризонти;55311, 55312, 55313, 55314, 55315;3,705
17;Бразилия Кампинас;5519;3,705
17;Бразилия Рио-де-Жанейро;552, 55211, 55214, 55213, 55212, 55216;3,705
17;Бразилия Сан-Пауло;5511, 55113, 55116, 55115, 55114, 55112, 55111;3,705
17;Бразилия сотовая;55007, 55117, 55118, 55119, 55127, 55128, 55129, 55137, 55138, 55139, 55148, 55149, 55158, 55159, 55168, 55169, 55178, 55179, 55188, 55189, 55197, 55198, 55199, 55217, 55218, 55219, 55228, 55229, 55248, 55249, 55278, 55279, 55288, 55289, 55317, 55318, 55319, 55328, 55329, 55338, 55339, 55348, 55349, 55358, 55359, 55378, 55379, 55388, 55389, 55417, 55418, 55419, 55428, 55429, 55438, 55439, 55448, 55449, 55458, 55459, 55468, 55469, 55478, 55479, 55488, 55489, 55498, 55499, 55517, 55518, 55519, 55538, 55539, 55548, 55549, 55558, 55559, 555617, 55617, 55618;7,695
17;Венесуэла;58;4,845
17;Венесуэла Валенсия;58241;4,845
17;Венесуэла Каракас;582, 58212;4,845
17;Венесуэла сотовая;582239, 5823, 5841, 58414, 58416;9,12
17;Венесуэла сотовая;5818, 5817, 5816, 5815, 5814, 5812;11,685
17;Венесуэла сотовая;58418, 58417, 58415, 58412;9,12
17;Гайана;592;11,685
17;Голландские Антильские острова;599;8,265
17;Голландские Антильские острова;59996;8,265
17;Гуантомо Бэй;5321;48,45
17;Каймановы о-ва;1345;7,98
17;Колумбия;57;3,705
17;Колумбия Богота;571, 5712, 5713, 5715, 5719, 5718, 5714;3,705
17;Колумбия Кали;572, 57289, 5723, 5724, 5725, 57288, 5726;3,705
17;Колумбия Мобильные;573, 57315, 57300, 57308, 57310, 57311;5,415
17;Мексика Монтерей;5281;3,135
17;Мехико;5255;3,135
17;Парагвай;595;7,41
17;Парагвай сотовый;5957, 5958, 5959;8,835
17;Перу;51;4,845
17;Перу Лима;511;11,685
17;Перу сотовая;51195, 51198, 51419, 51439, 51519, 51839, 51829, 51769, 51749, 51739, 51729, 51679, 51669, 51659, 51849, 51649, 51639, 51629, 51619, 51569, 51549, 51539, 51529, 51449, 51429, 51199, 51197, 51196;11,685
17;Перу сотовые;5115, 5119, 5134, 5194, 5184, 518, 5174, 517, 5164, 516, 5154, 515, 5144, 514, 5124, 51182, 5116, 5117, 5118;11,685
17;Пуэрто Рико;1787;3,705
17;Пуэрто Рико;1939;3,705
17;Суринам;597;11,4
17;Уругвай;598;8,55
17;Уругвай сотовый;5989;11,4
17;Уругвай Монтевидео;5982;8,55
17;Фолклендские острова;500;24,51
17;Французская Гвинея;594;9,405
17;Чили;56;1,71
17;Чили сотовые;568, 569;10,26
17;Чили Сантьяго;562;1,71
17;Чили сотовая;5611, 5615;10,26
17;Эквадор;593;6,555
;;;
